end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM,regular_isin,direct_isin,data_plan_id
Open Ended,Other,Index Funds/ ETFs,BHARAT Bond ETF - April 2030,NIFTY Bharat Bond Index Series - Apri 2030,Moderate,Moderate,"1,441.6330|data-nav-reg=1,441.6330|data-prev-nav-reg=1,440.7752",NA|data-nav-dir=NA|data-prev-nav-dir=NA,6.68|data-1y=9.01|data-3y=6.68|data-5y=7.55|data-10y=NA|data-sl=7.53,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.54|data-1y=8.89|data-3y=6.54|data-5y=7.69|data-10y=NA|data-sl=7.71,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"18,356.72|data-order=18,356.72",INF754K01KO2,,40483
Open Ended,Other,Index Funds/ ETFs,BHARAT Bond ETF - April 2031,NIFTY Bharat Bond Index Series - Apri 2031,Moderate,Moderate,"1,289.7322|data-nav-reg=1,289.7322|data-prev-nav-reg=1,288.8170",NA|data-nav-dir=NA|data-prev-nav-dir=NA,6.65|data-1y=9.28|data-3y=6.65|data-5y=NA|data-10y=NA|data-sl=5.87,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.58|data-1y=9.13|data-3y=6.58|data-5y=NA|data-10y=NA|data-sl=6.05,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"12,793.79|data-order=12,793.79",,,41060
Open Ended,Other,Index Funds/ ETFs,BHARAT Bond ETF - April 2032,Nifty BHARAT Bond Index - April 2032,,Moderate,"1,214.5094|data-nav-reg=1,214.5094|data-prev-nav-reg=1,213.6116",NA|data-nav-dir=NA|data-prev-nav-dir=NA,6.88|data-1y=9.79|data-3y=6.88|data-5y=NA|data-10y=NA|data-sl=6.54,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.64|data-1y=9.48|data-3y=6.64|data-5y=NA|data-10y=NA|data-sl=6.24,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"10,709.97|data-order=10,709.97",INF754K01OB1,,41897
Open Ended,Other,Index Funds/ ETFs,BHARAT Bond ETF - April 2033,Nifty BHARAT Bond Index - April 2033,,,"1,182.9671|data-nav-reg=1,182.9671|data-prev-nav-reg=1,181.8655",NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=10.27|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.45,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=10.09|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.08,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"6,055.79|data-order=6,055.79",INF754K01QX0,,42893
Open Ended,Other,Index Funds/ ETFs,CPSE ETF,NIFTY CPSE Total Return Index,Very High,Very High,85.0750|data-nav-reg=85.0750|data-prev-nav-reg=88.0867,NA|data-nav-dir=NA|data-prev-nav-dir=NA,40.24|data-1y=24.11|data-3y=40.24|data-5y=29.70|data-10y=13.25|data-sl=15.82,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,43.40|data-1y=31.43|data-3y=43.40|data-5y=30.55|data-10y=13.52|data-sl=15.10,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"36,783.06|data-order=36,783.06",INF457M01133,,25711
Open Ended,Other,Index Funds/ ETFs,DSP BSE Sensex ETF,BSE Sensex Total Return Index,,Very High,78.9268|data-nav-reg=78.9268|data-prev-nav-reg=80.2015,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=9.23|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=12.67,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=9.51|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=13.15,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,7.95|data-order=7.95,INF740KA1SZ6,,43657
Open Ended,Other,Index Funds/ ETFs,DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund,CRISIL SDL Plus G-Sec Apr 2033 50:50 Index,Moderate,,11.7829|data-nav-reg=11.7829|data-prev-nav-reg=11.7711,11.8420|data-nav-dir=11.8420|data-prev-nav-dir=11.8299,--|data-1y=10.34|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.77,--|data-1y=10.62|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.05,--|data-1y=10.89|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.16,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.16,379.83|data-order=379.83,INF740KA1RY1,INF740KA1SB7,43068
Open Ended,Other,Index Funds/ ETFs,DSP Gold ETF,Domestic Price of Gold,,High,75.6352|data-nav-reg=75.6352|data-prev-nav-reg=76.0503,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=21.65|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=14.64,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=22.90|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.63,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,663.19|data-order=663.19,INF740KA1TH2,INF740KA1TK6,43492
Open Ended,Other,Index Funds/ ETFs,DSP NIFTY 1D Rate Liquid ETF,NIFTY 1D Rate Index,Low,Low,"1,000.0000|data-nav-reg=1,000.0000|data-prev-nav-reg=1,000.0000",NA|data-nav-dir=NA|data-prev-nav-dir=NA,5.60|data-1y=6.34|data-3y=5.60|data-5y=4.50|data-10y=NA|data-sl=4.84,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.10|data-1y=6.74|data-3y=6.10|data-5y=4.99|data-10y=NA|data-sl=5.24,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,755.05|data-order=755.05,,,35400
Open Ended,Other,Index Funds/ ETFs,DSP NIFTY 50 Equal Weight ETF,NIFTY 50 Equal Weight Total Return Index,Very High,Very High,303.2512|data-nav-reg=303.2512|data-prev-nav-reg=308.6270,NA|data-nav-dir=NA|data-prev-nav-dir=NA,15.15|data-1y=10.89|data-3y=15.15|data-5y=NA|data-10y=NA|data-sl=13.61,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,15.54|data-1y=11.26|data-3y=15.54|data-5y=NA|data-10y=NA|data-sl=14.01,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,208.99|data-order=208.99,INF740KA1QK2,,41801
Open Ended,Other,Index Funds/ ETFs,DSP Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,Very High,Very High,23.5525|data-nav-reg=23.5525|data-prev-nav-reg=23.9714,24.3921|data-nav-dir=24.3921|data-prev-nav-dir=24.8249,14.39|data-1y=10.08|data-3y=14.39|data-5y=19.18|data-10y=NA|data-sl=12.61,14.97|data-1y=10.70|data-3y=14.97|data-5y=19.75|data-10y=NA|data-sl=13.16,15.54|data-1y=11.26|data-3y=15.54|data-5y=20.88|data-10y=NA|data-sl=14.07,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.07,"1,911.98|data-order=1,911.98",INF740KA1CO4,INF740KA1CR7,34693
Open Ended,Other,Index Funds/ ETFs,DSP Nifty 50 ETF,NIFTY 50 Total Return Index,Very High,Very High,243.8910|data-nav-reg=243.8910|data-prev-nav-reg=247.9054,NA|data-nav-dir=NA|data-prev-nav-dir=NA,11.21|data-1y=9.89|data-3y=11.21|data-5y=NA|data-10y=NA|data-sl=12.44,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,11.28|data-1y=10.00|data-3y=11.28|data-5y=NA|data-10y=NA|data-sl=12.69,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,314.42|data-order=314.42,INF740KA1CL0,,41895
Open Ended,Other,Index Funds/ ETFs,DSP Nifty 50 Index Fund,NIFTY 50 Total Return Index,Very High,Very High,22.6287|data-nav-reg=22.6287|data-prev-nav-reg=23.0016,22.8952|data-nav-dir=22.8952|data-prev-nav-dir=23.2722,10.77|data-1y=9.44|data-3y=10.77|data-5y=15.15|data-10y=NA|data-sl=14.90,11.00|data-1y=9.71|data-3y=11.00|data-5y=15.38|data-10y=NA|data-sl=15.13,11.28|data-1y=10.00|data-3y=11.28|data-5y=15.82|data-10y=NA|data-sl=15.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.60,648.63|data-order=648.63,INF740KA1MJ3,INF740KA1MM7,39133
Open Ended,Other,Index Funds/ ETFs,DSP Nifty Bank ETF,NIFTY Bank Total Return Index,,Very High,50.6082|data-nav-reg=50.6082|data-prev-nav-reg=51.6902,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=4.34|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.54,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=4.56|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.10,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,484.63|data-order=484.63,INF740KA1RX3,,42992
Open Ended,Other,Index Funds/ ETFs,DSP Nifty IT ETF,NIFTY IT Total Return Index,,Very High,44.6543|data-nav-reg=44.6543|data-prev-nav-reg=44.7079,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=27.10|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.90,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=27.61|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.09,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,42.40|data-order=42.40,INF740KA1SX1,,43573
Open Ended,Other,Index Funds/ ETFs,DSP Nifty Midcap 150 Quality 50 ETF,NIFTY Midcap150 Quality 50 Total Return Index,Very High,Very High,245.5934|data-nav-reg=245.5934|data-prev-nav-reg=250.4867,NA|data-nav-dir=NA|data-prev-nav-dir=NA,11.06|data-1y=16.94|data-3y=11.06|data-5y=NA|data-10y=NA|data-sl=12.11,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,11.32|data-1y=17.26|data-3y=11.32|data-5y=NA|data-10y=NA|data-sl=12.37,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,97.17|data-order=97.17,INF740KA1QL0,,41902
Open Ended,Other,Index Funds/ ETFs,DSP Nifty Midcap 150 Quality 50 Index Fund,NIFTY Midcap150 Quality 50 Total Return Index,,Very High,14.3608|data-nav-reg=14.3608|data-prev-nav-reg=14.6473,14.5955|data-nav-dir=14.5955|data-prev-nav-dir=14.8860,--|data-1y=16.16|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.08,--|data-1y=16.91|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.86,--|data-1y=17.26|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.97,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.97,366.84|data-order=366.84,INF740KA1QY3,INF740KA1RB9,42314
Open Ended,Other,Index Funds/ ETFs,DSP Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,Very High,Very High,25.7880|data-nav-reg=25.7880|data-prev-nav-reg=26.6324,26.2666|data-nav-dir=26.2666|data-prev-nav-dir=27.1260,16.37|data-1y=22.90|data-3y=16.37|data-5y=19.06|data-10y=NA|data-sl=17.48,16.75|data-1y=23.38|data-3y=16.75|data-5y=19.44|data-10y=NA|data-sl=17.85,17.15|data-1y=24.14|data-3y=17.15|data-5y=20.10|data-10y=NA|data-sl=18.57,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=18.57,899.74|data-order=899.74,INF740KA1MD6,INF740KA1MG9,39163
Open Ended,Other,Index Funds/ ETFs,DSP Nifty Private Bank ETF,Nifty Private Bank TRI,,Very High,24.6846|data-nav-reg=24.6846|data-prev-nav-reg=25.2174,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=-0.84|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=3.83,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=-0.63|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=4.01,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,228.61|data-order=228.61,INF740KA1TA7,,43655
Open Ended,Other,Index Funds/ ETFs,DSP Nifty PSU Bank ETF,NIFTY PSU Bank Total Return Index,,Very High,63.5818|data-nav-reg=63.5818|data-prev-nav-reg=66.2323,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=9.15|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.94,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=14.92|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.52,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,50.56|data-order=50.56,INF740KA1SY9,,43656
Open Ended,Other,Index Funds/ ETFs,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,Nifty SDL Plus G-Sec Jun 2028 30:70 Index,Low to Moderate,Low to Moderate,11.8854|data-nav-reg=11.8854|data-prev-nav-reg=11.8761,11.9365|data-nav-dir=11.9365|data-prev-nav-dir=11.9271,--|data-1y=8.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.36,--|data-1y=8.29|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.53,--|data-1y=8.46|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.71,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.71,"2,206.68|data-order=2,206.68",INF740KA1QS5,INF740KA1QV9,42185
Open Ended,Other,Index Funds/ ETFs,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,Nifty SDL Plus G-Sec Sep 2027 50:50 Index,,Low to Moderate,11.5465|data-nav-reg=11.5465|data-prev-nav-reg=11.5386,11.5843|data-nav-dir=11.5843|data-prev-nav-dir=11.5760,--|data-1y=7.97|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.88,--|data-1y=8.17|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.07,--|data-1y=8.41|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.22,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.22,95.16|data-order=95.16,INF740KA1SE1,INF740KA1SH4,43111
Open Ended,Other,Index Funds/ ETFs,DSP Nifty Smallcap250 Quality 50 Index Fund,Nifty Smallcap250 Quality 50 Total Return Index,,,12.3784|data-nav-reg=12.3784|data-prev-nav-reg=12.7389,12.4688|data-nav-dir=12.4688|data-prev-nav-dir=12.8312,--|data-1y=21.11|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.95,--|data-1y=21.96|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.82,--|data-1y=23.03|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.61,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=24.61,173.83|data-order=173.83,INF740KA1TT7,INF740KA1TW1,43939
Open Ended,Other,Index Funds/ ETFs,DSP Silver ETF,Domestic Price of Silver,,Very High,86.2972|data-nav-reg=86.2972|data-prev-nav-reg=86.0346,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=22.19|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=20.61,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=23.49|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.16,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,303.70|data-order=303.70,INF740KA1RE3,,42419
Open Ended,Other,Index Funds/ ETFs,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2037,,,12.2337|data-nav-reg=12.2337|data-prev-nav-reg=12.2072,12.3077|data-nav-dir=12.3077|data-prev-nav-dir=12.2808,--|data-1y=11.28|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.43,--|data-1y=11.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.72,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"1,014.58|data-order=1,014.58",INF754K01PB8,INF754K01PF9,42587
Open Ended,Other,Index Funds/ ETFs,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,,,11.7751|data-nav-reg=11.7751|data-prev-nav-reg=11.7624,11.8400|data-nav-dir=11.8400|data-prev-nav-dir=11.8270,--|data-1y=7.86|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.64,--|data-1y=8.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.91,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,96.14|data-order=96.14,INF754K01PJ1,INF754K01PN3,42635
Open Ended,Other,Index Funds/ ETFs,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - Sep 2028,,,11.8041|data-nav-reg=11.8041|data-prev-nav-reg=11.7915,11.8699|data-nav-dir=11.8699|data-prev-nav-dir=11.8570,--|data-1y=8.25|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.03,--|data-1y=8.53|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.31,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,155.62|data-order=155.62,INF754K01PR4,INF754K01PV6,42707
Open Ended,Other,Index Funds/ ETFs,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index,,,11.4758|data-nav-reg=11.4758|data-prev-nav-reg=11.4634,11.5730|data-nav-dir=11.5730|data-prev-nav-dir=11.5601,--|data-1y=7.75|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.54,--|data-1y=8.22|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.02,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,154.86|data-order=154.86,INF754K01RG3,INF754K01RK5,43107
Open Ended,Other,Index Funds/ ETFs,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,CRISIL IBX 50:50 PSU Plus SDL Index - Oct 2025,,,11.6775|data-nav-reg=11.6775|data-prev-nav-reg=11.6713,11.7411|data-nav-dir=11.7411|data-prev-nav-dir=11.7347,--|data-1y=7.37|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.63,--|data-1y=7.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=5.84,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,808.86|data-order=808.86,INF754K01OD7,INF754K01OH8,42138
Open Ended,Other,Index Funds/ ETFs,Edelweiss Gold ETF,Domestic Gold Price,,,78.1507|data-nav-reg=78.1507|data-prev-nav-reg=78.5775,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=21.70|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.93,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,102.75|data-order=102.75,INF754K01SE6,,43879
Open Ended,Other,Index Funds/ ETFs,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,MSCI India Domestic & World Healthcare 45 Index,Very High,,19.7423|data-nav-reg=19.7423|data-prev-nav-reg=19.8892,20.2255|data-nav-dir=20.2255|data-prev-nav-dir=20.3751,15.68|data-1y=24.30|data-3y=15.68|data-5y=NA|data-10y=NA|data-sl=17.58,16.33|data-1y=24.98|data-3y=16.33|data-5y=NA|data-10y=NA|data-sl=18.26,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,157.75|data-order=157.75,INF754K01LS1,INF754K01LW3,41145
Open Ended,Other,Index Funds/ ETFs,Edelweiss Nifty 100 Quality 30 Index Fund,NIFTY 100 Quality 30 Total Return Index,Very High,Very High,13.9826|data-nav-reg=13.9826|data-prev-nav-reg=14.2081,14.2754|data-nav-dir=14.2754|data-prev-nav-dir=14.5049,11.95|data-1y=10.60|data-3y=11.95|data-5y=NA|data-10y=NA|data-sl=10.86,12.67|data-1y=11.29|data-3y=12.67|data-5y=NA|data-10y=NA|data-sl=11.57,12.92|data-1y=11.60|data-3y=12.92|data-5y=NA|data-10y=NA|data-sl=13.87,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.38,145.84|data-order=145.84,INF754K01NF4,INF754K01NJ6,32428
Open Ended,Other,Index Funds/ ETFs,Edelweiss Nifty 50 Index Fund,NIFTY 50 Total Return Index,Very High,Very High,13.3425|data-nav-reg=13.3425|data-prev-nav-reg=13.5625,13.7363|data-nav-dir=13.7363|data-prev-nav-dir=13.9623,10.34|data-1y=9.04|data-3y=10.34|data-5y=NA|data-10y=NA|data-sl=9.28,10.85|data-1y=9.55|data-3y=10.85|data-5y=NA|data-10y=NA|data-sl=10.25,11.28|data-1y=10.00|data-3y=11.28|data-5y=NA|data-10y=NA|data-sl=12.95,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=10.36,124.68|data-order=124.68,INF754K01MX9,INF754K01NB3,30199
Open Ended,Other,Index Funds/ ETFs,Edelweiss NIFTY Large Mid Cap 250 Index Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,15.8019|data-nav-reg=15.8019|data-prev-nav-reg=16.1608,16.1292|data-nav-dir=16.1292|data-prev-nav-dir=16.4947,15.82|data-1y=14.94|data-3y=15.82|data-5y=NA|data-10y=NA|data-sl=15.93,16.59|data-1y=15.68|data-3y=16.59|data-5y=NA|data-10y=NA|data-sl=16.70,17.05|data-1y=16.04|data-3y=17.05|data-5y=NA|data-10y=NA|data-sl=17.47,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.47,233.35|data-order=233.35,,,41842
Open Ended,Other,Index Funds/ ETFs,Edelweiss Nifty Midcap150 Momentum 50 Index Fund,NIFTY Midcap 150 Momentum 50 Total Return Index,,Very High,18.5034|data-nav-reg=18.5034|data-prev-nav-reg=18.9801,18.7869|data-nav-dir=18.7869|data-prev-nav-dir=19.2698,--|data-1y=25.47|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=33.97,--|data-1y=26.37|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=34.94,--|data-1y=26.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=35.68,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=35.68,811.77|data-order=811.77,INF754K01PZ7,INF754K01QD2,42810
Open Ended,Other,Index Funds/ ETFs,Edelweiss Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,,Very High,15.2413|data-nav-reg=15.2413|data-prev-nav-reg=15.7413,15.4825|data-nav-dir=15.4825|data-prev-nav-dir=15.9895,--|data-1y=22.87|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.18,--|data-1y=23.81|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.09,--|data-1y=24.14|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.32,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=23.32,100.46|data-order=100.46,INF754K01QH3,INF754K01QL5,42802
Open Ended,Other,Index Funds/ ETFs,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Nifty PSU Bond Plus SDL Apr 2026 50:50 Index,Low to Moderate,,12.4766|data-nav-reg=12.4766|data-prev-nav-reg=12.4697,12.5624|data-nav-dir=12.5624|data-prev-nav-dir=12.5553,5.60|data-1y=7.54|data-3y=5.60|data-5y=NA|data-10y=NA|data-sl=5.98,5.80|data-1y=7.75|data-3y=5.80|data-5y=NA|data-10y=NA|data-sl=6.17,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"7,856.99|data-order=7,856.99",INF754K01LZ6,INF754K01MD1,41378
Open Ended,Other,Index Funds/ ETFs,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index,Nifty PSU Bond Plus SDL Apr 2027 50:50 Index,Low to Moderate,Low to Moderate,11.8752|data-nav-reg=11.8752|data-prev-nav-reg=11.8672,11.9486|data-nav-dir=11.9486|data-prev-nav-dir=11.9403,5.69|data-1y=7.90|data-3y=5.69|data-5y=NA|data-10y=NA|data-sl=5.46,5.90|data-1y=8.13|data-3y=5.90|data-5y=NA|data-10y=NA|data-sl=5.66,5.97|data-1y=8.34|data-3y=5.97|data-5y=NA|data-10y=NA|data-sl=5.75,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.75,"2,280.10|data-order=2,280.10",INF754K01MP5,INF754K01MU5,41768
Open Ended,Other,Index Funds/ ETFs,Edelweiss Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,,Very High,17.8524|data-nav-reg=17.8524|data-prev-nav-reg=18.3821,18.1154|data-nav-dir=18.1154|data-prev-nav-dir=18.6519,--|data-1y=20.81|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=31.71,--|data-1y=21.67|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.63,--|data-1y=21.99|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=33.35,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=33.35,102.42|data-order=102.42,INF754K01QP6,INF754K01QT8,42806
Open Ended,Other,Index Funds/ ETFs,Edelweiss Silver ETF,Domestic Price of Silver,,Very High,89.7953|data-nav-reg=89.7953|data-prev-nav-reg=89.5231,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=22.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.28,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=23.49|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.51,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,105.12|data-order=105.12,INF754K01SF3,,43921
Open Ended,Other,Index Funds/ ETFs,Franklin India NSE Nifty 50 Index,NIFTY 50 Total Return Index,Very High,Very High,189.5618|data-nav-reg=189.5618|data-prev-nav-reg=192.4600,198.7429|data-nav-dir=198.7429|data-prev-nav-dir=201.7753,10.54|data-1y=9.51|data-3y=10.54|data-5y=14.84|data-10y=11.46|data-sl=12.79,10.97|data-1y=9.92|data-3y=10.97|data-5y=15.30|data-10y=11.93|data-sl=12.77,11.28|data-1y=10.00|data-3y=11.28|data-5y=15.82|data-10y=12.61|data-sl=14.06,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.51,680.85|data-order=680.85,,,834
